order_id,product_id,product_name,division,region,current_production_site,proposed_production_site,current_distance_km,proposed_distance_km,distance_change_km,distance_change_pct,current_lt_pred,proposed_lt_pred,lt_change_days,S_distance,S_cost,S_leadtime,S_utilization,S_risk,composite_score,confidence,recommendation,risk_level,efficiency_class,risk_flags
US-2022-107678-CHO-TRI-54000,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,Gulf,Wicked Choccy's,Wicked Choccy's,567.8,567.8,0.0,0.0,1115.093,1115.093,0.0,0.0,0.8354,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-107678-CHO-FUD-51000,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,Gulf,Lot's O' Nuts,Wicked Choccy's,1817.6,201.3,-1616.3,88.93,1049.696,1062.355,12.66,0.8893,0.9417,-0.0121,0.5927,1.0,0.7486,0.8811,STRONG RECOMMEND,Low,HIGH,
US-2022-151253-CHO-TRI-54000,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,Pacific,Wicked Choccy's,Lot's O' Nuts,2428.5,614.5,-1814.0,74.7,1123.108,1087.711,-35.397,0.747,0.8219,0.0315,0.4416,1.0,0.6417,0.8811,STRONG RECOMMEND,Low,HIGH,
US-2022-151253-CHO-SCR-58000,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,Pacific,Lot's O' Nuts,Wicked Choccy's,3939.3,3450.5,-488.8,12.41,1069.465,1088.201,18.736,0.1241,-0.0001,-0.0175,0.5927,1.0,0.2062,0.8811,MODERATE RECOMMEND,Low,LOW,
US-2022-118227-CHO-FUD-51000,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,Atlantic,Lot's O' Nuts,Lot's O' Nuts,703.1,703.1,0.0,0.0,1251.865,1251.865,0.0,0.0,0.7962,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-130365-CHO-TRI-54000,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,Interior,Wicked Choccy's,Wicked Choccy's,1116.6,1116.6,0.0,0.0,1171.0,1171.0,0.0,0.0,0.6763,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-153878-CHO-TRI-54000,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,Interior,Wicked Choccy's,Wicked Choccy's,1116.6,1116.6,0.0,0.0,1213.178,1213.178,0.0,0.0,0.6763,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-112557-CHO-FUD-51000,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,Atlantic,Lot's O' Nuts,Lot's O' Nuts,703.1,703.1,0.0,0.0,1141.516,1141.516,0.0,0.0,0.7962,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-153878-CHO-MIL-31000,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,Interior,Wicked Choccy's,Wicked Choccy's,1116.6,1116.6,0.0,0.0,1208.571,1208.571,0.0,0.0,0.6763,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-143602-CHO-MIL-31000,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,Pacific,Wicked Choccy's,Lot's O' Nuts,2428.5,614.5,-1814.0,74.7,1210.397,1169.398,-40.999,0.747,0.8219,0.0339,0.4416,1.0,0.6421,0.8811,STRONG RECOMMEND,Low,HIGH,
US-2022-115420-CHO-TRI-54000,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,Pacific,Wicked Choccy's,Lot's O' Nuts,2428.5,614.5,-1814.0,74.7,1128.11,1124.148,-3.963,0.747,0.8219,0.0035,0.4416,1.0,0.6376,0.8811,STRONG RECOMMEND,Low,HIGH,
US-2022-130365-CHO-TRI-54000,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,Interior,Wicked Choccy's,Wicked Choccy's,1116.6,1116.6,0.0,0.0,1184.777,1184.777,0.0,0.0,0.6763,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-134026-CHO-MIL-31000,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,Gulf,Wicked Choccy's,Wicked Choccy's,567.8,567.8,0.0,0.0,1201.34,1201.34,0.0,0.0,0.8354,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-137302-CHO-SCR-58000,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,Pacific,Lot's O' Nuts,Wicked Choccy's,3939.3,3450.5,-488.8,12.41,1111.89,1106.274,-5.616,0.1241,-0.0001,0.0051,0.5927,1.0,0.2096,0.8811,MODERATE RECOMMEND,Low,LOW,
US-2022-114839-CHO-NUT-13000,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,Interior,Lot's O' Nuts,Wicked Choccy's,2068.1,1385.4,-682.7,33.01,1205.704,1212.62,6.915,0.3301,0.5984,-0.0057,0.5927,1.0,0.4401,0.8811,STRONG RECOMMEND,Low,MODERATE,
US-2022-134026-CHO-NUT-13000,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,Gulf,Lot's O' Nuts,Wicked Choccy's,1817.6,201.3,-1616.3,88.93,1192.597,1198.064,5.468,0.8893,0.9417,-0.0046,0.5927,1.0,0.7497,0.8811,STRONG RECOMMEND,Low,HIGH,
US-2022-122266-CHO-SCR-58000,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,Gulf,Lot's O' Nuts,Wicked Choccy's,1817.6,201.3,-1616.3,88.93,1161.734,1172.956,11.222,0.8893,0.9417,-0.0097,0.5927,1.0,0.7489,0.8811,STRONG RECOMMEND,Low,HIGH,
US-2022-137302-CHO-TRI-54000,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,Pacific,Wicked Choccy's,Lot's O' Nuts,2428.5,614.5,-1814.0,74.7,1082.152,1105.53,23.378,0.747,0.8219,-0.0216,0.4416,1.0,0.6339,0.8811,STRONG RECOMMEND,Low,HIGH,
US-2022-122266-CHO-TRI-54000,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,Gulf,Wicked Choccy's,Wicked Choccy's,567.8,567.8,0.0,0.0,1202.581,1202.581,0.0,0.0,0.8354,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-137302-CHO-NUT-13000,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,Pacific,Lot's O' Nuts,Wicked Choccy's,3939.3,3450.5,-488.8,12.41,1053.433,1049.328,-4.106,0.1241,-0.0001,0.0039,0.5927,1.0,0.2095,0.8811,MODERATE RECOMMEND,Low,LOW,
US-2022-134026-CHO-MIL-31000,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,Gulf,Wicked Choccy's,Wicked Choccy's,567.8,567.8,0.0,0.0,1228.945,1228.945,0.0,0.0,0.8354,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-137302-CHO-TRI-54000,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,Pacific,Wicked Choccy's,Lot's O' Nuts,2428.5,614.5,-1814.0,74.7,1082.152,1105.53,23.378,0.747,0.8219,-0.0216,0.4416,1.0,0.6339,0.8811,STRONG RECOMMEND,Low,HIGH,
US-2022-124450-CHO-FUD-51000,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,Atlantic,Lot's O' Nuts,Lot's O' Nuts,703.1,703.1,0.0,0.0,1191.597,1191.597,0.0,0.0,0.7962,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-151841-CHO-SCR-58000,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,Pacific,Lot's O' Nuts,Wicked Choccy's,3939.3,3450.5,-488.8,12.41,1187.129,1184.273,-2.855,0.1241,-0.0001,0.0024,0.5927,1.0,0.2092,0.8811,MODERATE RECOMMEND,Low,LOW,
US-2022-124450-CHO-MIL-31000,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,Atlantic,Wicked Choccy's,Wicked Choccy's,1666.6,1666.6,0.0,0.0,1246.815,1246.815,0.0,0.0,0.5169,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-151841-CHO-MIL-31000,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,Pacific,Wicked Choccy's,Lot's O' Nuts,2428.5,614.5,-1814.0,74.7,1214.416,1208.995,-5.421,0.747,0.8219,0.0045,0.4416,1.0,0.6377,0.8811,STRONG RECOMMEND,Low,HIGH,
US-2022-124450-CHO-SCR-58000,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,Atlantic,Lot's O' Nuts,Lot's O' Nuts,703.1,703.1,0.0,0.0,1229.105,1229.105,0.0,0.0,0.7962,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-130792-CHO-MIL-31000,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,Interior,Wicked Choccy's,Wicked Choccy's,1116.6,1116.6,0.0,0.0,1194.077,1194.077,0.0,0.0,0.6763,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-120782-SUG-LAF-25000,SUG-LAF-25000,Laffy Taffy,Sugar,Interior,Sugar Shack,The Other Factory,1867.8,781.7,-1086.1,58.15,1174.383,1115.023,-59.361,0.5815,0.7734,0.0505,0.9902,0.6,0.5926,0.8811,STRONG RECOMMEND,Medium,HIGH,minority_factory
US-2022-130792-CHO-MIL-31000,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,Interior,Wicked Choccy's,Wicked Choccy's,1116.6,1116.6,0.0,0.0,1231.066,1231.066,0.0,0.0,0.6763,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-120782-CHO-NUT-13000,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,Interior,Lot's O' Nuts,Wicked Choccy's,2068.1,1385.4,-682.7,33.01,1154.978,1098.931,-56.047,0.3301,0.5984,0.0485,0.5927,1.0,0.4482,0.8811,STRONG RECOMMEND,Low,MODERATE,
US-2022-130792-CHO-FUD-51000,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,Interior,Lot's O' Nuts,Wicked Choccy's,2068.1,1385.4,-682.7,33.01,1175.22,1160.924,-14.296,0.3301,0.5984,0.0122,0.5927,1.0,0.4428,0.8811,STRONG RECOMMEND,Low,MODERATE,
US-2022-157434-CHO-TRI-54000,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,Atlantic,Wicked Choccy's,Wicked Choccy's,1666.6,1666.6,0.0,0.0,1100.908,1100.908,0.0,0.0,0.5169,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-164175-CHO-TRI-54000,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,Interior,Wicked Choccy's,Wicked Choccy's,1116.6,1116.6,0.0,0.0,1246.576,1246.576,0.0,0.0,0.6763,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-115238-CHO-FUD-51000,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,Atlantic,Lot's O' Nuts,Lot's O' Nuts,703.1,703.1,0.0,0.0,1211.333,1211.333,0.0,0.0,0.7962,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-115238-CHO-MIL-31000,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,Atlantic,Wicked Choccy's,Wicked Choccy's,1666.6,1666.6,0.0,0.0,1142.444,1142.444,0.0,0.0,0.5169,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-115238-CHO-TRI-54000,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,Atlantic,Wicked Choccy's,Wicked Choccy's,1666.6,1666.6,0.0,0.0,1205.89,1205.89,0.0,0.0,0.5169,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-103716-CHO-MIL-31000,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,Pacific,Wicked Choccy's,Lot's O' Nuts,2428.5,614.5,-1814.0,74.7,1204.053,1235.417,31.363,0.747,0.8219,-0.026,0.4416,1.0,0.6332,0.8811,STRONG RECOMMEND,Low,HIGH,
US-2022-115238-CHO-FUD-51000,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,Atlantic,Lot's O' Nuts,Lot's O' Nuts,703.1,703.1,0.0,0.0,1211.608,1211.608,0.0,0.0,0.7962,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-103716-CHO-SCR-58000,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,Pacific,Lot's O' Nuts,Wicked Choccy's,3939.3,3450.5,-488.8,12.41,1208.512,1201.098,-7.413,0.1241,-0.0001,0.0061,0.5927,1.0,0.2098,0.8811,MODERATE RECOMMEND,Low,LOW,
US-2022-115238-CHO-MIL-31000,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,Atlantic,Wicked Choccy's,Wicked Choccy's,1666.6,1666.6,0.0,0.0,1184.778,1184.778,0.0,0.0,0.5169,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-135174-CHO-NUT-13000,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,Atlantic,Lot's O' Nuts,Lot's O' Nuts,703.1,703.1,0.0,0.0,1215.9,1215.9,0.0,0.0,0.7962,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-161998-CHO-TRI-54000,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,Gulf,Wicked Choccy's,Wicked Choccy's,567.8,567.8,0.0,0.0,1249.956,1249.956,0.0,0.0,0.8354,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-161998-CHO-SCR-58000,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,Gulf,Lot's O' Nuts,Wicked Choccy's,1817.6,201.3,-1616.3,88.93,1270.74,1262.846,-7.894,0.8893,0.9417,0.0062,0.5927,1.0,0.7513,0.8811,STRONG RECOMMEND,Low,HIGH,
US-2022-104486-CHO-MIL-31000,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,Pacific,Wicked Choccy's,Lot's O' Nuts,2428.5,614.5,-1814.0,74.7,1256.32,1249.689,-6.631,0.747,0.8219,0.0053,0.4416,1.0,0.6378,0.8811,STRONG RECOMMEND,Low,HIGH,
US-2022-104486-CHO-TRI-54000,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,Pacific,Wicked Choccy's,Lot's O' Nuts,2428.5,614.5,-1814.0,74.7,1273.344,1248.814,-24.53,0.747,0.8219,0.0193,0.4416,1.0,0.6399,0.8811,STRONG RECOMMEND,Low,HIGH,
US-2022-104486-CHO-SCR-58000,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,Pacific,Lot's O' Nuts,Wicked Choccy's,3939.3,3450.5,-488.8,12.41,1263.785,1261.976,-1.809,0.1241,-0.0001,0.0014,0.5927,1.0,0.2091,0.8811,MODERATE RECOMMEND,Low,LOW,
US-2022-161998-CHO-SCR-58000,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,Gulf,Lot's O' Nuts,Wicked Choccy's,1817.6,201.3,-1616.3,88.93,1270.901,1267.111,-3.79,0.8893,0.9417,0.003,0.5927,1.0,0.7508,0.8811,STRONG RECOMMEND,Low,HIGH,
US-2022-145821-CHO-MIL-31000,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,Pacific,Wicked Choccy's,Lot's O' Nuts,2428.5,614.5,-1814.0,74.7,1267.774,1251.427,-16.347,0.747,0.8219,0.0129,0.4416,1.0,0.639,0.8811,STRONG RECOMMEND,Low,HIGH,
US-2022-116687-CHO-NUT-13000,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,Interior,Lot's O' Nuts,Wicked Choccy's,2068.1,1385.4,-682.7,33.01,1142.07,1093.492,-48.578,0.3301,0.5984,0.0425,0.5927,1.0,0.4473,0.8811,STRONG RECOMMEND,Low,MODERATE,
US-2022-116687-CHO-SCR-58000,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,Interior,Lot's O' Nuts,Wicked Choccy's,2068.1,1385.4,-682.7,33.01,1127.147,1081.242,-45.905,0.3301,0.5984,0.0407,0.5927,1.0,0.447,0.8811,STRONG RECOMMEND,Low,MODERATE,
US-2022-112130-CHO-FUD-51000,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,Atlantic,Lot's O' Nuts,Lot's O' Nuts,703.1,703.1,0.0,0.0,1155.971,1155.971,0.0,0.0,0.7962,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-107937-CHO-TRI-54000,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,Pacific,Wicked Choccy's,Lot's O' Nuts,2428.5,614.5,-1814.0,74.7,1155.55,1145.671,-9.878,0.747,0.8219,0.0085,0.4416,1.0,0.6383,0.8811,STRONG RECOMMEND,Low,HIGH,
US-2022-112130-CHO-SCR-58000,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,Atlantic,Lot's O' Nuts,Lot's O' Nuts,703.1,703.1,0.0,0.0,1186.913,1186.913,0.0,0.0,0.7962,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-112130-CHO-MIL-31000,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,Atlantic,Wicked Choccy's,Wicked Choccy's,1666.6,1666.6,0.0,0.0,1040.747,1040.747,0.0,0.0,0.5169,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-150770-CHO-SCR-58000,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,Pacific,Lot's O' Nuts,Wicked Choccy's,3939.3,3450.5,-488.8,12.41,1228.84,1224.762,-4.078,0.1241,-0.0001,0.0033,0.5927,1.0,0.2094,0.8811,MODERATE RECOMMEND,Low,LOW,
US-2022-112130-CHO-FUD-51000,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,Atlantic,Lot's O' Nuts,Lot's O' Nuts,703.1,703.1,0.0,0.0,1199.056,1199.056,0.0,0.0,0.7962,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-150770-CHO-FUD-51000,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,Pacific,Lot's O' Nuts,Wicked Choccy's,3939.3,3450.5,-488.8,12.41,1211.774,1205.108,-6.667,0.1241,-0.0001,0.0055,0.5927,1.0,0.2097,0.8811,MODERATE RECOMMEND,Low,LOW,
US-2022-150770-CHO-NUT-13000,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,Pacific,Lot's O' Nuts,Wicked Choccy's,3939.3,3450.5,-488.8,12.41,1222.271,1217.546,-4.725,0.1241,-0.0001,0.0039,0.5927,1.0,0.2095,0.8811,MODERATE RECOMMEND,Low,LOW,
US-2022-160864-CHO-NUT-13000,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,Pacific,Lot's O' Nuts,Wicked Choccy's,3939.3,3450.5,-488.8,12.41,1217.738,1217.101,-0.637,0.1241,-0.0001,0.0005,0.5927,1.0,0.209,0.8811,MODERATE RECOMMEND,Low,LOW,
US-2022-112130-CHO-FUD-51000,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,Atlantic,Lot's O' Nuts,Lot's O' Nuts,703.1,703.1,0.0,0.0,1199.056,1199.056,0.0,0.0,0.7962,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-112130-CHO-FUD-51000,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,Atlantic,Lot's O' Nuts,Lot's O' Nuts,703.1,703.1,0.0,0.0,1178.652,1178.652,0.0,0.0,0.7962,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-150770-CHO-TRI-54000,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,Pacific,Wicked Choccy's,Lot's O' Nuts,2428.5,614.5,-1814.0,74.7,1238.434,1162.319,-76.115,0.747,0.8219,0.0615,0.4416,1.0,0.6461,0.8811,STRONG RECOMMEND,Low,HIGH,
US-2022-112130-CHO-FUD-51000,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,Atlantic,Lot's O' Nuts,Lot's O' Nuts,703.1,703.1,0.0,0.0,1178.652,1178.652,0.0,0.0,0.7962,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-129700-CHO-FUD-51000,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,Interior,Lot's O' Nuts,Wicked Choccy's,2068.1,1385.4,-682.7,33.01,1180.818,1127.859,-52.96,0.3301,0.5984,0.0448,0.5927,1.0,0.4477,0.8811,STRONG RECOMMEND,Low,MODERATE,
US-2022-144253-CHO-NUT-13000,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,Atlantic,Lot's O' Nuts,Lot's O' Nuts,703.1,703.1,0.0,0.0,1142.08,1142.08,0.0,0.0,0.7962,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-146290-CHO-FUD-51000,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,Interior,Lot's O' Nuts,Wicked Choccy's,2068.1,1385.4,-682.7,33.01,1242.001,1206.136,-35.866,0.3301,0.5984,0.0289,0.5927,1.0,0.4453,0.8811,STRONG RECOMMEND,Low,MODERATE,
US-2022-110548-CHO-FUD-51000,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,Interior,Lot's O' Nuts,Wicked Choccy's,2068.1,1385.4,-682.7,33.01,1129.494,1096.535,-32.959,0.3301,0.5984,0.0292,0.5927,1.0,0.4453,0.8811,STRONG RECOMMEND,Low,MODERATE,
US-2022-137512-CHO-MIL-31000,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,Interior,Wicked Choccy's,Wicked Choccy's,1116.6,1116.6,0.0,0.0,1234.908,1234.908,0.0,0.0,0.6763,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-137512-CHO-TRI-54000,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,Interior,Wicked Choccy's,Wicked Choccy's,1116.6,1116.6,0.0,0.0,1223.716,1223.716,0.0,0.0,0.6763,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-147879-CHO-NUT-13000,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,Gulf,Lot's O' Nuts,Wicked Choccy's,1817.6,201.3,-1616.3,88.93,1156.865,1104.565,-52.3,0.8893,0.9417,0.0452,0.5927,1.0,0.7572,0.8811,STRONG RECOMMEND,Low,HIGH,
CA-2022-132548-CHO-MIL-31000,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,Atlantic,Wicked Choccy's,Wicked Choccy's,1666.6,1666.6,0.0,0.0,1140.479,1140.479,0.0,0.0,0.5169,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
CA-2022-132548-CHO-NUT-13000,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,Atlantic,Lot's O' Nuts,Lot's O' Nuts,703.1,703.1,0.0,0.0,1160.61,1160.61,0.0,0.0,0.7962,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
CA-2022-132548-CHO-SCR-58000,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,Atlantic,Lot's O' Nuts,Lot's O' Nuts,703.1,703.1,0.0,0.0,1196.338,1196.338,0.0,0.0,0.7962,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
CA-2022-132548-CHO-MIL-31000,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,Atlantic,Wicked Choccy's,Wicked Choccy's,1666.6,1666.6,0.0,0.0,1140.479,1140.479,0.0,0.0,0.5169,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-160857-CHO-SCR-58000,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,Atlantic,Lot's O' Nuts,Lot's O' Nuts,703.1,703.1,0.0,0.0,1254.548,1254.548,0.0,0.0,0.7962,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-136798-CHO-FUD-51000,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,Interior,Lot's O' Nuts,Wicked Choccy's,2068.1,1385.4,-682.7,33.01,1267.678,1266.511,-1.168,0.3301,0.5984,0.0009,0.5927,1.0,0.4411,0.8811,STRONG RECOMMEND,Low,MODERATE,
US-2022-160857-CHO-TRI-54000,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,Atlantic,Wicked Choccy's,Wicked Choccy's,1666.6,1666.6,0.0,0.0,1273.952,1273.952,0.0,0.0,0.5169,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-113971-CHO-NUT-13000,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,Atlantic,Lot's O' Nuts,Lot's O' Nuts,703.1,703.1,0.0,0.0,1257.314,1257.314,0.0,0.0,0.7962,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-109939-CHO-SCR-58000,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,Pacific,Lot's O' Nuts,Wicked Choccy's,3939.3,3450.5,-488.8,12.41,1264.82,1258.819,-6.001,0.1241,-0.0001,0.0047,0.5927,1.0,0.2096,0.8811,MODERATE RECOMMEND,Low,LOW,
US-2022-136798-CHO-MIL-31000,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,Interior,Wicked Choccy's,Wicked Choccy's,1116.6,1116.6,0.0,0.0,1263.96,1263.96,0.0,0.0,0.6763,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
US-2022-160857-CHO-SCR-58000,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,Atlantic,Lot's O' Nuts,Lot's O' Nuts,703.1,703.1,0.0,0.0,1255.057,1255.057,0.0,0.0,0.7962,0.0,0.0,1.0,0.0,0.0,NO CHANGE,Low,NEGLIGIBLE,
