row_id,order_id,order_date,ship_date,ship_mode,customer_id,country_region,city,state_province,postal_code,division,region,product_id,product_name,sales,units,gross_profit,cost,adjusted_lead_time,order_month,order_quarter,order_weekday,order_year,is_holiday_season,profit_margin_pct,profit_per_unit,cost_per_unit,product_popularity_rank,product_revenue_rank,product_profit_rank,region_demand_share,state_revenue_share,is_cross_border,ship_mode_ordinal,factory,factory_lat,factory_lon,region_lat,region_lon,factory_region_distance_km,closest_factory_distance_km,closest_factory_name,distance_vs_closest_ratio,factory_utilization_score
1135,US-2021-103940-CHO-MIL-31000,2024-09-17,2027-03-14,Standard Class,103940,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,908,9,3,1,2024,0,64.92307692307692,2.11,1.14,1,3,3,0.3265647099033929,0.048814873762224875,0,1,Wicked Choccy's,29.7604,-95.3698,37.5,-120.0,2428.5,414.8,Sugar Shack,5.8546,0.4073
1136,US-2021-131947-CHO-NUT-13000,2024-09-17,2027-03-15,Standard Class,131947,United States,Springfield,Oregon,97477,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,909,9,3,1,2024,0,71.34670487106017,2.4899999999999998,1.0,5,5,4,0.3265647099033929,0.013542818730201788,0,1,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
1137,US-2021-131947-CHO-MIL-31000,2024-09-17,2027-03-15,Standard Class,131947,United States,Springfield,Oregon,97477,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,909,9,3,1,2024,0,64.92307692307692,2.11,1.14,1,3,3,0.3265647099033929,0.013542818730201788,0,1,Wicked Choccy's,29.7604,-95.3698,37.5,-120.0,2428.5,414.8,Sugar Shack,5.8546,0.4073
1138,US-2021-103940-CHO-SCR-58000,2024-09-17,2027-03-14,Standard Class,103940,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,908,9,3,1,2024,0,69.44444444444444,2.5,1.1,2,2,1,0.3265647099033929,0.048814873762224875,0,1,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
1139,US-2021-158638-CHO-SCR-58000,2024-09-17,2027-03-14,Standard Class,158638,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,908,9,3,1,2024,0,69.44444444444444,2.5,1.1,2,2,1,0.2905641504594007,0.05661464585156974,0,1,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
1140,US-2021-112851-CHO-SCR-58000,2024-09-17,2027-03-14,Standard Class,112851,United States,Chula Vista,California,91911,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,908,9,3,1,2024,0,69.44444444444444,2.5,1.0999999999999999,2,2,1,0.3265647099033929,0.1969014335434916,0,1,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
1141,US-2021-131947-CHO-FUD-51000,2024-09-17,2027-03-15,Standard Class,131947,United States,Springfield,Oregon,97477,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,909,9,3,1,2024,0,66.66666666666666,2.4,1.2,4,4,5,0.3265647099033929,0.013542818730201788,0,1,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
1142,US-2021-117170-CHO-NUT-13000,2024-09-17,2027-03-17,Standard Class,117170,United States,Raleigh,North Carolina,27604,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,911,9,3,1,2024,0,71.34670487106017,2.49,1.0,5,5,4,0.1569099338195813,0.024338916982165008,0,1,Lot's O' Nuts,40.7128,-74.006,30.25,-89.5,1817.6,567.8,Wicked Choccy's,3.2011,0.5584
1143,US-2021-131947-CHO-NUT-13000,2024-09-17,2027-03-15,Standard Class,131947,United States,Springfield,Oregon,97477,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,909,9,3,1,2024,0,71.34670487106017,2.4899999999999998,1.0,5,5,4,0.3265647099033929,0.013542818730201788,0,1,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
1144,US-2021-103940-CHO-MIL-31000,2024-09-17,2027-03-14,Standard Class,103940,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,908,9,3,1,2024,0,64.92307692307693,2.11,1.14,1,3,3,0.3265647099033929,0.048814873762224875,0,1,Wicked Choccy's,29.7604,-95.3698,37.5,-120.0,2428.5,414.8,Sugar Shack,5.8546,0.4073
1145,US-2021-103940-CHO-FUD-51000,2024-09-17,2027-03-14,Standard Class,103940,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,908,9,3,1,2024,0,66.66666666666666,2.4,1.2,4,4,5,0.3265647099033929,0.048814873762224875,0,1,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
1146,US-2021-117170-CHO-NUT-13000,2024-09-17,2027-03-17,Standard Class,117170,United States,Raleigh,North Carolina,27604,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,911,9,3,1,2024,0,71.34670487106017,2.49,1.0,5,5,4,0.1569099338195813,0.024338916982165008,0,1,Lot's O' Nuts,40.7128,-74.006,30.25,-89.5,1817.6,567.8,Wicked Choccy's,3.2011,0.5584
1147,US-2021-131947-CHO-FUD-51000,2024-09-17,2027-03-15,Standard Class,131947,United States,Springfield,Oregon,97477,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,36.0,10,24.0,12.0,909,9,3,1,2024,0,66.66666666666666,2.4,1.2,4,4,5,0.3265647099033929,0.013542818730201788,0,1,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
1148,US-2021-131947-CHO-FUD-51000,2024-09-17,2027-03-15,Standard Class,131947,United States,Springfield,Oregon,97477,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,909,9,3,1,2024,0,66.66666666666666,2.4,1.2,4,4,5,0.3265647099033929,0.013542818730201788,0,1,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
1149,US-2021-168130-CHO-TRI-54000,2024-09-19,2027-03-12,Same Day,168130,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,904,9,3,3,2024,0,65.33333333333333,2.4499999999999997,1.3,3,1,2,0.2905641504594007,0.10961089090468343,0,4,Wicked Choccy's,29.7604,-95.3698,35.75,-79.0,1666.6,703.1,Lot's O' Nuts,2.3704,0.4073
1150,US-2021-138177-CHO-SCR-58000,2024-09-19,2027-03-17,Standard Class,138177,United States,Chandler,Arizona,85224,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,909,9,3,3,2024,0,69.44444444444444,2.5,1.1,2,2,1,0.3265647099033929,0.025302991607705348,0,1,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
1151,US-2021-159849-CHO-FUD-51000,2024-09-19,2027-03-12,Same Day,159849,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,904,9,3,3,2024,0,66.66666666666666,2.4,1.2,4,4,5,0.3265647099033929,0.1969014335434916,0,4,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
1152,US-2021-156601-CHO-SCR-58000,2024-09-19,2027-03-17,Standard Class,156601,United States,Long Beach,California,90805,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,909,9,3,3,2024,0,69.44444444444444,2.5,1.1,2,2,1,0.3265647099033929,0.1969014335434916,0,1,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
1153,US-2021-132787-CHO-FUD-51000,2024-09-19,2027-03-16,Standard Class,132787,United States,Seattle,Washington,98115,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,908,9,3,3,2024,0,66.66666666666666,2.4,1.2,4,4,5,0.3265647099033929,0.048814873762224875,0,1,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
1154,US-2021-127299-CHO-TRI-54000,2024-09-19,2027-03-17,Standard Class,127299,United States,Charlotte,North Carolina,28205,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,909,9,3,3,2024,0,65.33333333333333,2.4499999999999997,1.3,3,1,2,0.1569099338195813,0.024338916982165008,0,1,Wicked Choccy's,29.7604,-95.3698,30.25,-89.5,567.8,567.8,Wicked Choccy's,1.0,0.4073
1155,US-2021-106992-CHO-SCR-58000,2024-09-19,2027-03-14,Second Class,106992,United States,Houston,Texas,77036,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,906,9,3,3,2024,0,69.44444444444444,2.5,1.0999999999999999,2,2,1,0.22596120581762508,0.09462368822127068,0,2,Lot's O' Nuts,40.7128,-74.006,39.5,-98.35,2068.1,941.0,Secret Factory,2.1978,0.5584
1156,US-2021-127299-CHO-SCR-58000,2024-09-19,2027-03-17,Standard Class,127299,United States,Charlotte,North Carolina,28205,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,909,9,3,3,2024,0,69.44444444444444,2.5,1.0999999999999999,2,2,1,0.1569099338195813,0.024338916982165008,0,1,Lot's O' Nuts,40.7128,-74.006,30.25,-89.5,1817.6,567.8,Wicked Choccy's,3.2011,0.5584
1157,US-2021-106992-OTH-LIC-15000,2024-09-19,2027-03-14,Second Class,106992,United States,Houston,Texas,77036,Other,Interior,OTH-LIC-15000,Lickable Wallpaper,140.0,7,70.0,70.0,906,9,3,3,2024,0,50.0,10.0,10.0,7,6,6,0.22596120581762508,0.09462368822127068,0,2,Secret Factory,41.8781,-87.6298,39.5,-98.35,941.0,941.0,Secret Factory,1.0,0.0213
1158,US-2021-166744-CHO-MIL-31000,2024-09-20,2027-03-17,Standard Class,166744,United States,Columbia,Maryland,21044,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,908,9,3,4,2024,0,64.92307692307693,2.11,1.14,1,3,3,0.2905641504594007,0.01041721107013553,0,1,Wicked Choccy's,29.7604,-95.3698,35.75,-79.0,1666.6,703.1,Lot's O' Nuts,2.3704,0.4073
1159,US-2021-125997-CHO-SCR-58000,2024-09-20,2027-03-16,First Class,125997,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,907,9,3,4,2024,0,69.44444444444444,2.5,1.1,2,2,1,0.2905641504594007,0.10961089090468343,0,3,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
1160,US-2021-120411-CHO-FUD-51000,2024-09-20,2027-03-16,First Class,120411,United States,Chicago,Illinois,60653,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,907,9,3,4,2024,0,66.66666666666666,2.4,1.2,4,4,5,0.22596120581762508,0.04865836768320856,0,3,Lot's O' Nuts,40.7128,-74.006,39.5,-98.35,2068.1,941.0,Secret Factory,2.1978,0.5584
1161,US-2021-125997-CHO-MIL-31000,2024-09-20,2027-03-16,First Class,125997,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,907,9,3,4,2024,0,64.92307692307692,2.11,1.14,1,3,3,0.2905641504594007,0.10961089090468343,0,3,Wicked Choccy's,29.7604,-95.3698,35.75,-79.0,1666.6,703.1,Lot's O' Nuts,2.3704,0.4073
1162,US-2021-166744-CHO-SCR-58000,2024-09-20,2027-03-17,Standard Class,166744,United States,Columbia,Maryland,21044,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,908,9,3,4,2024,0,69.44444444444444,2.5,1.0999999999999999,2,2,1,0.2905641504594007,0.01041721107013553,0,1,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
1163,US-2021-134614-CHO-SCR-58000,2024-09-20,2027-03-18,Standard Class,134614,United States,Bloomington,Illinois,61701,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,909,9,3,4,2024,0,69.44444444444444,2.5,1.0999999999999999,2,2,1,0.22596120581762508,0.04865836768320856,0,1,Lot's O' Nuts,40.7128,-74.006,39.5,-98.35,2068.1,941.0,Secret Factory,2.1978,0.5584
1164,US-2021-133704-OTH-KAZ-38000,2024-09-20,2027-03-19,Standard Class,133704,United States,Los Angeles,California,90004,Other,Pacific,OTH-KAZ-38000,Kazookles,13.0,4,1.0,12.0,910,9,3,4,2024,0,7.6923076923076925,0.25,3.0,8,7,9,0.3265647099033929,0.1969014335434916,0,1,The Other Factory,47.6062,-122.3321,37.5,-120.0,1139.7,414.8,Sugar Shack,2.7476,0.0098
1165,US-2021-125997-CHO-SCR-58000,2024-09-20,2027-03-16,First Class,125997,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,907,9,3,4,2024,0,69.44444444444444,2.5,1.1,2,2,1,0.2905641504594007,0.10961089090468343,0,3,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
1166,US-2021-151953-CHO-SCR-58000,2024-09-20,2027-03-18,Standard Class,151953,United States,Jacksonville,Florida,32216,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,909,9,3,4,2024,0,69.44444444444444,2.5,1.1,2,2,1,0.1569099338195813,0.03388275501198552,0,1,Lot's O' Nuts,40.7128,-74.006,30.25,-89.5,1817.6,567.8,Wicked Choccy's,3.2011,0.5584
1167,US-2021-133704-CHO-FUD-51000,2024-09-20,2027-03-19,Standard Class,133704,United States,Los Angeles,California,90004,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,910,9,3,4,2024,0,66.66666666666666,2.4,1.2,4,4,5,0.3265647099033929,0.1969014335434916,0,1,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
1168,US-2021-156433-CHO-TRI-54000,2024-09-20,2027-03-19,Standard Class,156433,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,910,9,3,4,2024,0,65.33333333333334,2.45,1.3,3,1,2,0.3265647099033929,0.1969014335434916,0,1,Wicked Choccy's,29.7604,-95.3698,37.5,-120.0,2428.5,414.8,Sugar Shack,5.8546,0.4073
1169,US-2021-125997-CHO-SCR-58000,2024-09-20,2027-03-16,First Class,125997,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,907,9,3,4,2024,0,69.44444444444444,2.5,1.0999999999999999,2,2,1,0.2905641504594007,0.10961089090468343,0,3,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
1170,US-2021-156433-CHO-TRI-54000,2024-09-20,2027-03-19,Standard Class,156433,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,910,9,3,4,2024,0,65.33333333333334,2.45,1.3,3,1,2,0.3265647099033929,0.1969014335434916,0,1,Wicked Choccy's,29.7604,-95.3698,37.5,-120.0,2428.5,414.8,Sugar Shack,5.8546,0.4073
1171,US-2021-126480-CHO-TRI-54000,2024-09-20,2027-03-17,Standard Class,126480,United States,San Diego,California,92024,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,908,9,3,4,2024,0,65.33333333333334,2.45,1.3,3,1,2,0.3265647099033929,0.1969014335434916,0,1,Wicked Choccy's,29.7604,-95.3698,37.5,-120.0,2428.5,414.8,Sugar Shack,5.8546,0.4073
1172,US-2021-166744-CHO-SCR-58000,2024-09-20,2027-03-17,Standard Class,166744,United States,Columbia,Maryland,21044,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,908,9,3,4,2024,0,69.44444444444444,2.5,1.1,2,2,1,0.2905641504594007,0.01041721107013553,0,1,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
1173,US-2021-120411-CHO-SCR-58000,2024-09-20,2027-03-16,First Class,120411,United States,Chicago,Illinois,60653,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,907,9,3,4,2024,0,69.44444444444444,2.5,1.1,2,2,1,0.22596120581762508,0.04865836768320856,0,3,Lot's O' Nuts,40.7128,-74.006,39.5,-98.35,2068.1,941.0,Secret Factory,2.1978,0.5584
1174,US-2021-125997-CHO-NUT-13000,2024-09-20,2027-03-16,First Class,125997,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,31.41,9,22.41,9.0,907,9,3,4,2024,0,71.34670487106017,2.49,1.0,5,5,4,0.2905641504594007,0.10961089090468343,0,3,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
1175,US-2021-125997-CHO-FUD-51000,2024-09-20,2027-03-16,First Class,125997,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,907,9,3,4,2024,0,66.66666666666666,2.4,1.2,4,4,5,0.2905641504594007,0.10961089090468343,0,3,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
1176,CA-2021-153738-CHO-SCR-58000,2024-09-20,2027-03-15,First Class,153738,Canada,Toronto,Ontario,M2N,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,906,9,3,4,2024,0,69.44444444444444,2.5,1.0999999999999999,2,2,1,0.2905641504594007,0.0057451625409788145,1,3,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
1177,US-2021-166310-CHO-NUT-13000,2024-09-21,2027-03-16,First Class,166310,United States,Garland,Texas,75043,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,906,9,3,5,2024,0,71.34670487106017,2.49,1.0,5,5,4,0.22596120581762508,0.09462368822127068,0,3,Lot's O' Nuts,40.7128,-74.006,39.5,-98.35,2068.1,941.0,Secret Factory,2.1978,0.5584
1178,US-2021-125514-CHO-NUT-13000,2024-09-21,2027-03-15,First Class,125514,United States,Omaha,Nebraska,68104,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,905,9,3,5,2024,0,71.34670487106017,2.49,1.0,5,5,4,0.22596120581762508,0.003410337286469531,0,3,Lot's O' Nuts,40.7128,-74.006,39.5,-98.35,2068.1,941.0,Secret Factory,2.1978,0.5584
1179,US-2021-125514-CHO-SCR-58000,2024-09-21,2027-03-15,First Class,125514,United States,Omaha,Nebraska,68104,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,905,9,3,5,2024,0,69.44444444444444,2.5,1.0999999999999999,2,2,1,0.22596120581762508,0.003410337286469531,0,3,Lot's O' Nuts,40.7128,-74.006,39.5,-98.35,2068.1,941.0,Secret Factory,2.1978,0.5584
1180,US-2021-153969-CHO-NUT-13000,2024-09-21,2027-03-18,Standard Class,153969,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,908,9,3,5,2024,0,71.34670487106017,2.4899999999999998,1.0,5,5,4,0.3265647099033929,0.1969014335434916,0,1,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
1181,US-2021-124513-CHO-TRI-54000,2024-09-21,2027-03-18,Standard Class,124513,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,908,9,3,5,2024,0,65.33333333333333,2.4499999999999997,1.3,3,1,2,0.2905641504594007,0.10961089090468343,0,1,Wicked Choccy's,29.7604,-95.3698,35.75,-79.0,1666.6,703.1,Lot's O' Nuts,2.3704,0.4073
1182,US-2021-117478-CHO-SCR-58000,2024-09-21,2027-03-17,First Class,117478,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,907,9,3,5,2024,0,69.44444444444444,2.5,1.0999999999999999,2,2,1,0.2905641504594007,0.05661464585156974,0,3,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
1183,US-2021-153969-CHO-FUD-51000,2024-09-21,2027-03-18,Standard Class,153969,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,908,9,3,5,2024,0,66.66666666666666,2.4,1.2,4,4,5,0.3265647099033929,0.1969014335434916,0,1,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
1184,US-2021-153969-CHO-SCR-58000,2024-09-21,2027-03-18,Standard Class,153969,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,908,9,3,5,2024,0,69.44444444444444,2.5,1.1,2,2,1,0.3265647099033929,0.1969014335434916,0,1,Lot's O' Nuts,40.7128,-74.006,37.5,-120.0,3939.3,414.8,Sugar Shack,9.4969,0.5584
1185,US-2021-168823-OTH-GUM-21000,2024-09-21,2027-03-17,First Class,168823,United States,Philadelphia,Pennsylvania,19143,Other,Atlantic,OTH-GUM-21000,Wonka Gum,11.25,9,5.85,5.4,907,9,3,5,2024,0,52.0,0.6499999999999999,0.6000000000000001,6,8,7,0.2905641504594007,0.05661464585156974,0,3,Secret Factory,41.8781,-87.6298,35.75,-79.0,1010.6,703.1,Lot's O' Nuts,1.4373,0.0213
1186,US-2021-125514-CHO-TRI-54000,2024-09-21,2027-03-15,First Class,125514,United States,Omaha,Nebraska,68104,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,905,9,3,5,2024,0,65.33333333333334,2.45,1.3,3,1,2,0.22596120581762508,0.003410337286469531,0,3,Wicked Choccy's,29.7604,-95.3698,39.5,-98.35,1116.6,941.0,Secret Factory,1.1866,0.4073
1187,US-2021-153969-CHO-TRI-54000,2024-09-21,2027-03-18,Standard Class,153969,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,33.75,9,22.05,11.7,908,9,3,5,2024,0,65.33333333333333,2.45,1.2999999999999998,3,1,2,0.3265647099033929,0.1969014335434916,0,1,Wicked Choccy's,29.7604,-95.3698,37.5,-120.0,2428.5,414.8,Sugar Shack,5.8546,0.4073
1188,US-2021-153969-CHO-TRI-54000,2024-09-21,2027-03-18,Standard Class,153969,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,908,9,3,5,2024,0,65.33333333333333,2.4499999999999997,1.3,3,1,2,0.3265647099033929,0.1969014335434916,0,1,Wicked Choccy's,29.7604,-95.3698,37.5,-120.0,2428.5,414.8,Sugar Shack,5.8546,0.4073
1189,US-2021-168823-CHO-NUT-13000,2024-09-21,2027-03-17,First Class,168823,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,907,9,3,5,2024,0,71.34670487106017,2.4899999999999998,1.0,5,5,4,0.2905641504594007,0.05661464585156974,0,3,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
1190,US-2021-135972-CHO-MIL-31000,2024-09-21,2027-03-16,Second Class,135972,United States,Des Moines,Washington,98198,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,906,9,3,5,2024,0,64.92307692307693,2.11,1.14,1,3,3,0.3265647099033929,0.048814873762224875,0,2,Wicked Choccy's,29.7604,-95.3698,37.5,-120.0,2428.5,414.8,Sugar Shack,5.8546,0.4073
1191,US-2021-153969-CHO-MIL-31000,2024-09-21,2027-03-18,Standard Class,153969,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,908,9,3,5,2024,0,64.92307692307692,2.11,1.14,1,3,3,0.3265647099033929,0.1969014335434916,0,1,Wicked Choccy's,29.7604,-95.3698,37.5,-120.0,2428.5,414.8,Sugar Shack,5.8546,0.4073
1192,US-2021-135972-CHO-MIL-31000,2024-09-21,2027-03-16,Second Class,135972,United States,Des Moines,Washington,98198,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,906,9,3,5,2024,0,64.92307692307692,2.11,1.14,1,3,3,0.3265647099033929,0.048814873762224875,0,2,Wicked Choccy's,29.7604,-95.3698,37.5,-120.0,2428.5,414.8,Sugar Shack,5.8546,0.4073
1193,US-2021-156160-CHO-SCR-58000,2024-09-22,2027-03-22,Standard Class,156160,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,911,9,3,6,2024,0,69.44444444444444,2.5,1.1,2,2,1,0.2905641504594007,0.10961089090468343,0,1,Lot's O' Nuts,40.7128,-74.006,35.75,-79.0,703.1,703.1,Lot's O' Nuts,1.0,0.5584
